Illinois 16,R+4,Don Manzullo,Republican,1992,Incumbent re-elected.," Don Manzullo (Republican) 63.6%
Richard Auman (Democratic) 32.1%
John L. Borling (Write-in) 4.3%"
Illinois 17,D+5,Lane Evans,Democratic,1982,"Incumbent retired.
New member elected.
Democratic hold."," Phil Hare (Democratic) 57.2%
Andrea Lane Zinga (Republican) 42.8%"
Illinois 18,R+5,Ray LaHood,Republican,1994,Incumbent re-elected.," Ray LaHood (Republican) 67.3%
Steve Waterworth (Democratic) 32.7%"
Illinois 19,R+8,John Shimkus,Republican,1996,Incumbent re-elected.," John Shimkus (Republican) 60.3%
Dan Stover (Democratic) 39.7%"
"
",,,,,,
"Indiana
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Indiana,,,,,,
"
See also: ",,,,,,
List of United States representatives from Indiana,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Indiana 1,D+8,Pete Visclosky,Democratic,1984,Incumbent re-elected.," Pete Visclosky (Democratic) 69.7%
Mark Leyva (Republican) 26.8%
Charles Barman (Independent) 3.5%"
Indiana 2,R+4,Chris Chocola,Republican,2002,"Incumbent lost re-election.
New member elected.
Democratic gain."," Joe Donnelly (Democratic) 54.0%
Chris Chocola (Republican) 46.0%"
Indiana 3,R+16,Mark Souder,Republican,1994,Incumbent re-elected.," Mark Souder (Republican) 54.3%
Tom Hayhurst (Democratic) 45.7%"
Indiana 4,R+17,Steve Buyer,Republican,1992,Incumbent re-elected.," Steve Buyer (Republican) 62.4%
David Sanders (Democratic) 37.6%"
Indiana 5,R+20,Dan Burton,Republican,1982,Incumbent re-elected.," Dan Burton (Republican) 65.0%
Katherine Fox Carr (Democratic) 31.4%
Sheri Conover Sharlow (Libertarian) 3.6%"
Indiana 6,R+11,Mike Pence,Republican,2000,Incumbent re-elected.," Mike Pence (Republican) 60.0%
Barry Welsh (Democratic) 40.0%"
Indiana 7,D+9,Julia Carson,Democratic,1996,Incumbent re-elected.," Julia Carson (Democratic) 53.8%
Eric Dickerson (Republican) 46.2%"
Indiana 8,R+9,John Hostettler,Republican,1994,"Incumbent lost re-election.
New member elected.
Democratic gain."," Brad Ellsworth (Democratic) 61.0%
John Hostettler (Republican) 39.0%"
Indiana 9,R+7,Mike Sodrel,Republican,2004,"Incumbent lost re-election.
New member elected.
Democratic gain."," Baron Hill (Democratic) 50.0%
Mike Sodrel (Republican) 45.5%
D. Eric Schansberg (Libertarian) 4.5%"
"
",,,,,,
"Iowa
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Iowa,,,,,,
"
See also: ",,,,,,
List of United States representatives from Iowa,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Iowa 1,D+5,Jim Nussle,Republican,1990,"Retired to run for Governor.
New member elected.
Democratic gain."," Bruce Braley (Democratic) 55.0%
Mike Whalen (Republican) 43.3%
James Hill (Pirate) 1.1%
Al Schoeman (Libertarian) 0.6%"
Iowa 2,D+7,Jim Leach,Republican,1976,"Incumbent lost re-election.
New member elected.
Democratic gain."," Dave Loebsack (Democratic) 51.4%
Jim Leach (Republican) 48.6%"
Iowa 3,D+1,Leonard Boswell,Democratic,1996,Incumbent re-elected.," Leonard Boswell (Democratic) 51.8%
Jeff Lamberti (Republican) 46.7%
Helen Meyers (Socialist Workers Party) 1.5%"
Iowa 4,EVEN,Tom Latham,Republican,1994,Incumbent re-elected.," Tom Latham (Republican) 57.4%
Selden Spencer (Democratic) 42.6%"
Iowa 5,R+8,Steve King,Republican,2002,Incumbent re-elected.," Steve King (Republican) 58.4%
Joyce Schulte (Democratic) 35.7%
Roy Nielsen (Independent) 4.5%
Cheryl Broderson (Independent) 1.4%"
"
",,,,,,
"Kansas
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Kansas,,,,,,
"
See also: ",,,,,,
List of United States representatives from Kansas,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Kansas 1,R+20,Jerry Moran,Republican,1996,Incumbent re-elected.," Jerry Moran (Republican) 78.7%
John Doll (Democratic) 19.9%
Sylvester Cain (Reform) 1.4%"
Kansas 2,R+7,Jim Ryun,Republican,1996,"Incumbent lost re-election.
New member elected.
Democratic gain."," Nancy Boyda (Democratic) 50.6%
Jim Ryun (Republican) 47.1%
Roger Tucker (Reform) 2.3%"
Kansas 3,R+4,Dennis Moore,Democratic,1998,Incumbent re-elected.," Dennis Moore (Democratic) 64.5%
Chuck Ahner (Republican) 33.8%
Robert Conroy (Reform) 1.7%"
Kansas 4,R+12,Todd Tiahrt,Republican,1994,Incumbent re-elected.," Todd Tiahrt (Republican) 63.7%
Garth McGinn (Democratic) 33.8%
Joy Holt (Reform) 2.5%"
"
",,,,,,
"Kentucky
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Kentucky,,,,,,
"
See also: ",,,,,,
List of United States representatives from Kentucky,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Kentucky 1,R+10,Ed Whitfield,Republican,1994,Incumbent re-elected.," Ed Whitfield (Republican) 59.6%
Tom Barlow (Democratic) 40.4%"
Kentucky 2,R+13,Ron Lewis,Republican,1994,Incumbent re-elected.," Ron Lewis (Republican) 55.4%
Mike Weaver (Democratic) 44.6%"
Kentucky 3,D+2,Anne Northup,Republican,1996,"Incumbent lost re-election.
New member elected.
Democratic gain."," John Yarmuth (Democratic) 50.6%
Anne Northup (Republican) 48.2%
Donna Walker Mancini (Libertarian) 0.9%
W. Ed Parker (Constitution) 0.3%"
Kentucky 4,R+12,Geoff Davis,Republican,2004,Incumbent re-elected.," Geoff Davis (Republican) 51.7%
Ken Lucas (Democratic) 43.4%
Brian Houillion (Libertarian) 4.9%"
Kentucky 5,R+8,Hal Rogers,Republican,1980,Incumbent re-elected.," Hal Rogers (Republican) 73.8%
Kenneth Stepp (Democratic) 26.2%"
Kentucky 6,R+7,Ben Chandler,Democratic,2004,Incumbent re-elected.," Ben Chandler (Democratic) 85.5%
Paul Ard (Libertarian) 14.5%"
"
",,,,,,
"Louisiana
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Louisiana,,,,,,
"
See also: ",,,,,,
List of United States representatives from Louisiana,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Louisiana 1,R+18,Bobby Jindal,Republican,2004,Incumbent re-elected.," Bobby Jindal (Republican) 88.1%
David Gereighty (Democratic) 7.4%
Stacey Tallitsch (Democratic) 3.4%
Peter Beary (Libertarian) 1.1%"
Louisiana 2,D+28,William J. Jefferson,Democratic,1990,Incumbent re-elected in runoff.[28]," William J. Jefferson (Democratic) 30.1% (56.6%) Karen Carter (Democratic) 21.7% (43.4%) Derrick Shepherd (Democratic) 17.9% Joe Lavigne (Republican) 13.3%
Troy Carter (Democratic) 12.0%
Eric Bradley (Republican) 1.2%
Regina Bartholomew (Democratic) 1.2%
John Edwards (Democratic) 0.7%
Scott Barron (Democratic) 0.7%
Gregory ""Rhumbline"" Kahn (Libertarian) 0.4%
Vinnie Mendoza (Democratic) 0.4%
Lance von Udhe (Republican) 0.3%
Deven ""D.C."" Collins (Democratic) 0.1%"
Louisiana 3,R+5,Charlie Melançon,Democratic,2004,Incumbent re-elected.," Charlie Melançon (Democratic) 55.0%
Craig Romero (Republican) 40.3%
Olangee Breech (Democratic) 3.1%
James Lee Blake (Libertarian) 1.6%"
Louisiana 4,R+7,Jim McCrery,Republican,1988,Incumbent re-elected.," Jim McCrery (Republican) 57.4%
Artis Cash (Democratic) 16.9%
Patti Cox (Democratic) 13.2%
Chester Kelley (Republican) 12.4%"
Louisiana 5,R+10,Rodney Alexander,Republican,2002,Incumbent re-elected.," Rodney Alexander (Republican) 68.3%
Gloria Williams Hearn (Democratic) 29.0%
Brent Sanders (Libertarian) 1.6%
John Watts (Independent) 1.1%"
Louisiana 6,R+7,Richard Baker,Republican,1986,Incumbent re-elected.," Richard Baker (Republican) 82.8%
Richard Fontanesi (Libertarian) 17.2%"
Louisiana 7,R+7,Charles Boustany,Republican,2004,Incumbent re-elected.," Charles Boustany (Republican) 70.7%
Mike Stagg (Democratic) 29.3%"
"
",,,,,,
"Maine
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Maine,,,,,,
"
See also: ",,,,,,
List of United States representatives from Maine,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Maine 1,D+6,Tom Allen,Democratic,1996,Incumbent re-elected.," Tom Allen (Democratic) 60.8%
Darlene Curley (Republican) 31.3%
Dexter Kamilewicz (Independent) 7.9%"
Maine 2,D+4,Mike Michaud,Democratic,2002,Incumbent re-elected.," Mike Michaud (Democratic) 70.5%
Scott D'Amboise (Republican) 29.5%"
"
",,,,,,
"Maryland
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Maryland,,,,,,
"
See also: ",,,,,,
List of United States representatives from Maryland,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Maryland 1,R+10,Wayne Gilchrest,Republican,1990,Incumbent re-elected.," Wayne Gilchrest (Republican) 68.8%
Jim Corwin (Democratic) 31.1%"
Maryland 2,D+8,Dutch Ruppersberger,Democratic,2002,Incumbent re-elected.," Dutch Ruppersberger (Democratic) 69.2%
Jimmy Mathis (Republican) 30.7%"
Maryland 3,D+7,Ben Cardin,Democratic,1986,"Retired to run for U.S. Senator.
New member elected.
Democratic hold."," John Sarbanes (Democratic) 64.0%
John White (Republican) 33.8%
Charles Curtis McPeek (Libertarian) 2.1%"
Maryland 4,D+30,Albert Wynn,Democratic,1992,Incumbent re-elected.," Albert Wynn (Democratic) 80.7%
Moshe Starkman (Republican) 18.6%"
Maryland 5,D+9,Steny Hoyer,Democratic,1981,Incumbent re-elected.," Steny Hoyer (Democratic) 82.7%
Steve Warner (Green) 16.5%
Peter Kuhnert (C/Write-in) 0.3%"
Maryland 6,R+13,Roscoe Bartlett,Republican,1992,Incumbent re-elected.," Roscoe Bartlett (Republican) 59.0%
Andrew Duck (Democratic) 38.4%
Robert Kozak (Green) 2.5%"
Maryland 7,D+25,Elijah Cummings,Democratic,1996,Incumbent re-elected., Elijah Cummings (Democratic) Unopposed
Maryland 8,D+20,Chris Van Hollen,Democratic,2002,Incumbent re-elected.," Chris Van Hollen (Democratic) 76.5%
Jeff Stein (Republican) 21.9%
Gerard Giblin (Green) 1.5%"
"
",,,,,,
"Massachusetts
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Massachusetts,,,,,,
"
See also: ",,,,,,
List of United States representatives from Massachusetts,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Massachusetts 1,D+15,John Olver,Democratic,1991 (Special),Incumbent re-elected.," John Olver (Democratic) 76.5%
Bill Szych (Independent) 23.5%"
Massachusetts 2,D+11,Richard Neal,Democratic,1988,Incumbent re-elected., Richard Neal (Democratic) Unopposed
Massachusetts 3,D+11,Jim McGovern,Democratic,1996,Incumbent re-elected., Jim McGovern (Democratic) Unopposed
Massachusetts 4,D+17,Barney Frank,Democratic,1980,Incumbent re-elected., Barney Frank (Democratic) Unopposed
Massachusetts 5,D+9,Marty Meehan,Democratic,1992,Incumbent re-elected., Marty Meehan (Democratic) Unopposed
Massachusetts 6,D+10,John F. Tierney,Democratic,1996,Incumbent re-elected.," John F. Tierney (Democratic) 69.7%
Rick Barton (Republican) 29.3%"
Massachusetts 7,D+18,Ed Markey,Democratic,1976,Incumbent re-elected., Ed Markey (Democratic) Unopposed
Massachusetts 8,D+31,Mike Capuano,Democratic,1998,Incumbent re-elected.," Mike Capuano (Democratic) 91.0%
Laura Garza (Socialist Workers Party) 9.0%"
Massachusetts 9,D+15,Stephen F. Lynch,Democratic,2001,Incumbent re-elected.," Stephen F. Lynch (Democratic) 78.2%
Jack E. Robinson III (Republican) 21.8%"
Massachusetts 10,D+8,Bill Delahunt,Democratic,1996,Incumbent re-elected.," Bill Delahunt (Democratic) 64.3%
Jeff Beatty (Republican) 29.4%
Peter White (Independent) 6.3%"
"
",,,,,,
"Michigan
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Michigan,,,,,,
"
See also: ",,,,,,
List of United States representatives from Michigan,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Michigan 1,R+2,Bart Stupak,Democratic,1992,Incumbent re-elected.," Bart Stupak (Democratic) 69.4%
Dan Hooper (Republican) 28.0%
Joshua Warren (Taxpayers) 0.9%
David Newland (Green) 0.9%
Ken Proctor (Libertarian) 0.8%"
Michigan 2,R+9,Pete Hoekstra,Republican,1992,Incumbent re-elected.," Pete Hoekstra (Republican) 66.4%
Kimon Kotos (Democratic) 31.6%
Ronald Graeser (Taxpayers) 1.0%
Steven Van Til (Libertarian) 1.0%"
Michigan 3,R+9,Vern Ehlers,Republican,1993,Incumbent re-elected.," Vern Ehlers (Republican) 63.1%
Jim Rinck (Democratic) 34.6%
Jeff Steinport (Libertarian) 1.4%
Rodger Gurk (Green) 0.9%"
Michigan 4,R+3,Dave Camp,Republican,1990,Incumbent re-elected.," Dave Camp (Republican) 60.6%
Mike Huckleberry (Democratic) 37.9%
John Emerick (Taxpayers) 0.8%
Allitta Hren (Libertarian) 0.7%"
Michigan 5,D+12,Dale Kildee,Democratic,1976,Incumbent re-elected.," Dale Kildee (Democratic) 72.9%
Eric Klammer (Republican) 25.2%
Ken Mathenia (Green) 1.0%
Steve Samoranksi II (Libertarian) 0.9%"
Michigan 6,R+2,Fred Upton,Republican,1986,Incumbent re-elected.," Fred Upton (Republican) 60.6%
Kim Clark (Democratic) 37.9%
Kenneth Howe (Libertarian) 1.5%"
Michigan 7,R+2,Joe Schwarz,Republican,2004,"Incumbent lost renomination.
New member elected.
Republican hold."," Tim Walberg (Republican) 49.9%
Sharon Renier (Democratic) 46.0%
Robert Hutchinson (Libertarian) 1.5%
David Horn (Taxpayers) 1.5%
Joe Schwarz (Write-in) 1.1%"
Michigan 8,R+2,Mike Rogers,Republican,2000,Incumbent re-elected.," Mike Rogers (Republican) 55.3%
Jim Marcinkowski (Democratic) 42.9%
Dick Gach (Libertarian) 1.0%
Aaron Stuttman (Green) 0.8%"
Michigan 9,EVEN,Joe Knollenberg,Republican,1992,Incumbent re-elected.," Joe Knollenberg (Republican) 51.6%
Nancy Skinner (Democratic) 46.2%
Adam Goodman (Libertarian) 1.3%
Matthew Abel (Green) 0.9%"
Michigan 10,R+4,Candice Miller,Republican,2002,Incumbent re-elected.," Candice Miller (Republican) 66.2%
Robert Denison (Democratic) 31.3%
Mark Byrne (Libertarian) 1.1%
Candace Caveny (Green) 0.7%
Richard Gualdoni (Taxpayers) 0.7%"
Michigan 11,R+1,Thad McCotter,Republican,2002,Incumbent re-elected.," Thad McCotter (Republican) 54.1%
Tony Trupiano (Democratic) 43.0%
John Tatar (Libertarian) 1.6%
Charles Tackett (Taxpayers) 1.3%"
Michigan 12,D+13,Sander Levin,Democratic,1982,Incumbent re-elected.," Sander Levin (Democratic) 70.2%
Randell Shafer (Republican) 26.1%
Andy Lecureaux (Libertarian) 1.3%
Les Townsend (Taxpayers) 0.9%
Jerome White (Independent) 0.8%
Art Mayatt (Green) 0.7%"
Michigan 13,D+32,Carolyn Cheeks Kilpatrick,Democratic,1996,Incumbent re-elected., Carolyn Cheeks Kilpatrick (Democratic) Unopposed
Michigan 14,D+33,John Conyers,Democratic,1964,Incumbent re-elected.," John Conyers (Democratic) 85.3%
Chad Miles (Republican) 14.7%"
Michigan 15,D+13,John Dingell,Democratic,1955 (Special),Incumbent re-elected.," John Dingell (Democratic) 87.9%
Aimee Smith (Green) 4.6%
Gregory Stempfle (Libertarian) 4.1%
Robert Czak (Taxpayers) 3.4%"
"
",,,,,,
"Minnesota
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Minnesota,,,,,,
"
See also: ",,,,,,
List of United States representatives from Minnesota,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Minnesota 1,R+1,Gil Gutknecht,Republican,1994,"Incumbent lost re-election.
New member elected.
Democratic gain."," Tim Walz (Democratic) 52.7%
Gil Gutknecht (Republican) 47.1%"
Minnesota 2,R+3,John Kline,Republican,2002,Incumbent re-elected.," John Kline (Republican) 56.2%
Coleen Rowley (Democratic) 40.0%
Douglas Williams (Independence) 3.7%"
Minnesota 3,R+1,Jim Ramstad,Republican,1990,Incumbent re-elected.," Jim Ramstad (Republican) 64.9%
Wendy Wilde (Pareene) (Democratic) 35.0%"
Minnesota 4,D+13,Betty McCollum,Democratic,2000,Incumbent re-elected.," Betty McCollum (Democratic) 69.5%
Obi Sium (Republican) 30.2%"
Minnesota 5,D+21,Martin Olav Sabo,Democratic,1978,"Incumbent retired.
New member elected.
Democratic hold."," Keith Ellison (Democratic) 55.6%
Alan Fine (Republican) 21.3%
Tammy Lee (Independence) 21.0%
Jay Pond (Green) 2.0%"
Minnesota 6,R+5,Mark Kennedy,Republican,2000,"Retired to run for U.S. Senator.
New member elected.
Republican hold."," Michele Bachmann (Republican) 50.1%
Patty Wetterling (Democratic) 42.1%
John Binkowski (Independence) 7.8%"
Minnesota 7,R+6,Collin Peterson,Democratic,1990,Incumbent re-elected.," Collin Peterson (Democratic) 69.7%
Mike Barrett (Republican) 29.0%
Ken Lucier (Constitution) 1.3%"
Minnesota 8,D+4,Jim Oberstar,Democratic,1974,Incumbent re-elected.," Jim Oberstar (Democratic) 63.6%
Rod Grams (Republican) 34.4%
Harry Welty (Unity) 1.9%"
"
",,,,,,
"Mississippi
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Mississippi,,,,,,
"
See also: ",,,,,,
List of United States representatives from Mississippi,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Mississippi 1,R+10,Roger Wicker,Republican,1994,Incumbent re-elected.," Roger Wicker (Republican) 65.9%
Ken Hurt (Democratic) 34.1%"
Mississippi 2,D+10,Bennie Thompson,Democratic,1993,Incumbent re-elected.," Bennie Thompson (Democratic) 64.3%
Yvonne Brown (Republican) 35.7%"
Mississippi 3,R+13,Chip Pickering,Republican,1996,Incumbent re-elected.," Chip Pickering (Republican) 77.7%
Jim Giles (Independent) 16.1%
Lamonica Magee (Reform) 6.2%"
Mississippi 4,R+16,Gene Taylor,Democratic,1989,Incumbent re-elected.," Gene Taylor (Democratic) 79.8%
Randy McDonnell (Republican) 20.2%"
"
",,,,,,
"Missouri
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Missouri,,,,,,
"
See also: ",,,,,,
List of United States representatives from Missouri,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Missouri 1,D+26,Lacy Clay,Democratic,2000,Incumbent re-elected.," Lacy Clay (Democratic) 72.9%
Mark Byrne (Republican) 24.7%
Robb Cunningham (Libertarian) 2.4%"
Missouri 2,R+9,Todd Akin,Republican,2000,Incumbent re-elected.," Todd Akin (Republican) 61.3%
George Weber (Democratic) 36.6%
Tamara Millay (Libertarian) 2.1%"
Missouri 3,D+8,Russ Carnahan,Democratic,2004,Incumbent re-elected.," Russ Carnahan (Democratic) 65.6%
David Bertelsen (Republican) 31.7%
Rob Christophel (Libertarian) 1.9%
David Sladky (Progressive) 0.8%"
Missouri 4,R+11,Ike Skelton,Democratic,1976,Incumbent re-elected.," Ike Skelton (Democratic) 67.6%
Jim Noland (Republican) 29.4%
Bryce Holthouse (Libertarian) 1.9%
Mel Ivey (Progressive) 1.0%"
Missouri 5,D+12,Emanuel Cleaver,Democratic,2004,Incumbent re-elected.," Emanuel Cleaver (Democratic) 64.2%
Jacob Turk (Republican) 32.3%
Randy Langkraehr (Libertarian) 3.5%"
Missouri 6,R+5,Sam Graves,Republican,2000,Incumbent re-elected.," Sam Graves (Republican) 61.6%
Sara Jo Shettles (Democratic) 35.7%
Erik Buck (Libertarian) 1.9%
Shirley Yurkonis (Progressive) 0.7%"
Missouri 7,R+14,Roy Blunt,Republican,1996,Incumbent re-elected.," Roy Blunt (Republican) 66.7%
Jack Truman (Democratic) 30.1%
Kevin Craig (Libertarian) 3.1%"
Missouri 8,R+11,Jo Ann Emerson,Republican,1996,Incumbent re-elected.," Jo Ann Emerson (Republican) 71.6%
Veronica Hambacker (Democratic) 26.4%
Brandon McCullough (Libertarian) 2.0%"
Missouri 9,R+7,Kenny Hulshof,Republican,1996,Incumbent re-elected.," Kenny Hulshof (Republican) 61.4%
Duane Burghard (Democratic) 35.9%
Steven Hedrick (Libertarian) 1.6%
Bill Hastings (Progressive) 1.0%"
"
",,,,,,
"Montana
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives election in Montana,,,,,,
"
See also: ",,,,,,
List of United States representatives from Montana,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Montana at-large,R+11,Denny Rehberg,Republican,2000,Incumbent re-elected.," Denny Rehberg (Republican) 59.0%
Monica Lindeen (Democratic) 39.1%
Mike Fellows (Libertarian) 1.9%"
"Nebraska
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Nebraska,,,,,,
"
See also: ",,,,,,
List of United States representatives from Nebraska,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Nebraska 1,R+11,Jeff Fortenberry,Republican,2004,Incumbent re-elected.," Jeff Fortenberry (Republican) 58.4%
Maxine Moul (Democratic) 41.6%"
Nebraska 2,R+9,Lee Terry,Republican,1998,Incumbent re-elected.," Lee Terry (Republican) 54.7%
Jim Esch (Democratic) 45.3%"
Nebraska 3,R+24,Tom Osborne,Republican,2000,"Retired to run for Governor.
New member elected.
Republican hold."," Adrian Smith (Republican) 55.0%
Scott Kleeb (Democratic) 45.0%"
"
",,,,,,
"Nevada
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in Nevada,,,,,,
"
See also: ",,,,,,
List of United States representatives from Nevada,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
Nevada 1,D+9,Shelley Berkley,Democratic,1998,Incumbent re-elected.," Shelley Berkley (Democratic) 64.8%
Kenneth Wegner (Republican) 31.2%
Jim Duensing (Libertarian) 2.2%
Darnell Roberts (Independent American) 1.8%"
Nevada 2,R+8,Jim Gibbons,Republican,1996,"Retired to run for Governor.
New member elected.
Republican hold."," Dean Heller (Republican) 50.4%
Jill Derby (Democratic) 44.9%
Daniel Rosen (Independent) 2.4%
James Kroshus (Independent American) 2.3%"
Nevada 3,D+1,Jon Porter,Republican,2002,Incumbent re-elected.," Jon Porter (Republican) 48.5%
Tessa Hafen (Democratic) 46.6%
Joshua Hansen (Independent American) 2.5%
Joseph Silvestri (Libertarian) 2.4%"
"
",,,,,,
"New Hampshire
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in New Hampshire,,,,,,
"
See also: ",,,,,,
List of United States representatives from New Hampshire,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
New Hampshire 1,EVEN,Jeb Bradley,Republican,2002,"Incumbent lost re-election.
New member elected.
Democratic gain."," Carol Shea-Porter (Democratic) 51.3%
Jeb Bradley (Republican) 48.7%"
New Hampshire 2,D+3,Charles Bass,Republican,1994,"Incumbent lost re-election.
New member elected.
Democratic gain."," Paul Hodes (Democratic) 52.7%
Charles Bass (Republican) 45.6%
Ken Blevens (Libertarian) 1.6%"
"
",,,,,,
"New Jersey
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in New Jersey,,,,,,
"
See also: ",,,,,,
List of United States representatives from New Jersey,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
New Jersey 1,D+14,Rob Andrews,Democratic,1990,Incumbent re-elected., Rob Andrews (Democratic) Unopposed
New Jersey 2,D+4,Frank LoBiondo,Republican,1994,Incumbent re-elected.," Frank LoBiondo (Republican) 61.6%
Viola Thomas-Hughes (Democratic) 35.6%
Robert Mullock (Independent) 1.7%
Lynn Merle (Independent) 0.5%
Thomas Fanslau (Independent) 0.3%
Willie Norwood (Socialist) 0.2%"
New Jersey 3,D+3,Jim Saxton,Republican,1984,Incumbent re-elected.," Jim Saxton (Republican) 58.4%
Rich Sexton (Democratic) 41.0%
Ken Feduniewicz (Independent) 0.6%"
New Jersey 4,R+1,Chris Smith,Republican,1980,Incumbent re-elected.," Chris Smith (Republican) 65.7%
Carol Gay (Democratic) 33.2%
Jay Edgar (Libertarian) 0.8%
Louis Wary (Independent) 0.3%"
New Jersey 5,R+4,Scott Garrett,Republican,2002,Incumbent re-elected.," Scott Garrett (Republican) 54.9%
Paul Aronsohn (Democratic) 43.8%
Matthew Fretz (Independent) 1.3%"
New Jersey 6,D+12,Frank Pallone,Democratic,1988,Incumbent re-elected.," Frank Pallone (Democratic) 68.6%
Leigh-Ann Bellew (Republican) 30.3%
Herbert Tarbous (Independent) 1.1%"
New Jersey 7,R+1,Mike Ferguson,Republican,2000,Incumbent re-elected.," Mike Ferguson (Republican) 49.4%
Linda Stender (Democratic) 47.9%
Thomas Abrams (Independent) 1.6%
Darren Young (Libertarian) 1.0%"
New Jersey 8,D+12,Bill Pascrell,Democratic,1996,Incumbent re-elected.," Bill Pascrell (Democratic) 70.9%
Jose Sandoval (Republican) 28.4%
Lou Jasikoff (Libertarian) 0.7%"
New Jersey 9,D+13,Steve Rothman,Democratic,1996,Incumbent re-elected.," Steve Rothman (Democratic) 71.5%
Vincent Micco (Republican) 27.6%
Michael Jarvis (Independent) 0.9%"
New Jersey 10,D+34,Donald M. Payne,Democratic,1988,Incumbent re-elected., Donald M. Payne (Democratic) Unopposed
New Jersey 11,R+6,Rodney Frelinghuysen,Republican,1994,Incumbent re-elected.," Rodney Frelinghuysen (Republican) 62.1%
Tom Wyka (Democratic) 36.6%
Richard Roth (Libertarian) 0.9%
John Mele (Constitution) 0.4%"
New Jersey 12,D+8,Rush Holt Jr.,Democratic,1998,Incumbent re-elected.," Rush Holt Jr. (Democratic) 65.7%
Joseph Sinagra (Republican) 34.3%"
New Jersey 13,D+23,Vacant,,,"Incumbent Bob Menendez (Democratic) resigned January 16, 2006 after being appointed to the U.S. Senate.
New member elected.
Democratic hold."," Albio Sires (Democratic) 77.5%
John Guarini (Republican) 19.4%
Brian Williams (SWP) 1.0%
Herbert Shaw (Independent) 1.0%
Dick Hester (Independent) 0.6%
Esmat Zaklama (Independent) 0.5%"
"
",,,,,,
"New Mexico
",,,,,,
Main article: ,,,,,,
2006 United States House of Representatives elections in New Mexico,,,,,,
"
See also: ",,,,,,
List of United States representatives from New Mexico,,,,,,
"
",,,,,,
District,,Incumbent,,,Results,Candidates
District,2004 CPVI,Representative,Party,"First
elected",,
New Mexico 1,D+2,Heather Wilson,Republican,1998,Incumbent re-elected.," Heather Wilson (Republican) 50.2%
Patricia Madrid (Democratic) 49.8%"
New Mexico 2,R+6,Steve Pearce,Republican,2002,Incumbent re-elected.," Steve Pearce (Republican) 59.4%
Albert Kissling (Democratic) 40.5%"
