year,ST,PVI,metric,dist_loss,porp_loss,porp_text,dist_text,lean,State,congress,Period,event,dist_loss_agg,dist_loss_net,status
2010,WV,R+8,0.58,-0.9764098090530196,-0.3254699363510065,"33% Excluded, Against Dems",0.98 Dem Districts Lost,Dems Excluded,West Virginia ,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593,Multi District
2010,WY,R+20,0.7,-0.2535087719298246,-0.2535087719298246,"25% Excluded, Against Dems",0.25 Dem Districts Lost,Dems Excluded,Wyoming,112,112th Congress (2010),No Change Since Last Election,-30.783795002154175,-5.894438095355593,Single District
2012,AL,R+14,0.64,-1.338484475928419,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,AK,R+12,0.62,-0.3335087719298245,-0.3335087719298245,"33% Excluded, Against Dems",0.33 Dem Districts Lost,Dems Excluded,Alaska,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Single District
2012,AZ,R+7,0.57,-0.7619334675302456,-0.08465927417002729,"8% Excluded, Against Dems",0.76 Dem Districts Lost,Dems Excluded,Arizona,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,AR,R+14,0.64,-1.2540350877192978,-0.3135087719298245,"31% Excluded, Against Dems",1.25 Dem Districts Lost,Dems Excluded,Arkansas,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,FL,R+2,0.52,-2.0813655544078937,-0.07708761312621829,"8% Excluded, Against Dems",2.08 Dem Districts Lost,Dems Excluded,Florida,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,GA,R+6,0.56,-1.8415549391179828,-0.13153963850842734,"13% Excluded, Against Dems",1.84 Dem Districts Lost,Dems Excluded,Georgia,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,ID,R+18,0.68,-0.547017543859649,-0.2735087719298245,"27% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Idaho,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,IN,R+5,0.55,-1.589343673190558,-0.17659374146561754,"18% Excluded, Against Dems",1.59 Dem Districts Lost,Dems Excluded,Indiana,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,KS,R+12,0.62,-1.2364098090530191,-0.30910245226325483,"31% Excluded, Against Dems",1.24 Dem Districts Lost,Dems Excluded,Kansas,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,KY,R+13,0.63,-1.221535087719298,-0.20358918128654965,"20% Excluded, Against Dems",1.22 Dem Districts Lost,Dems Excluded,Kentucky,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,LA,R+12,0.62,-1.144975703998595,-0.19082928399976584,"19% Excluded, Against Dems",1.14 Dem Districts Lost,Dems Excluded,Louisiana,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,MI,D+4,0.46,-0.3628904073798003,-0.025920743384271448,"3% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,Michigan,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,MN,D+2,0.48,-0.20229659786310614,-0.025287074732888267,"3% Excluded, Against Dems",0.2 Dem Districts Lost,Dems Excluded,Minnesota,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,MS,R+9,0.59,-0.5514669320687706,-0.13786673301719266,"14% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Mississippi,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,MO,R+5,0.55,-1.3255020197880674,-0.16568775247350842,"17% Excluded, Against Dems",1.33 Dem Districts Lost,Dems Excluded,Missouri,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,MT,R+7,0.57,-0.2393922651933702,-0.2393922651933702,"24% Excluded, Against Dems",0.24 Dem Districts Lost,Dems Excluded,Montana,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,NE,R+12,0.62,-0.882499597617898,-0.2941665325392993,"28% Excluded, Against Dems",0.88 Dem Districts Lost,Dems Excluded,Nebraska ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,NC,R+3,0.53,-2.6539864957164863,-0.20415280736280664,"20% Excluded, Against Dems",2.65 Dem Districts Lost,Dems Excluded,North Carolina ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,ND,R+10,0.6,-0.3535087719298245,-0.3535087719298245,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,North Dakota ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Single District
2012,OH,R+1,0.51,-2.1450162189421618,-0.13406351368388514,"13% Excluded, Against Dems",2.15 Dem Districts Lost,Dems Excluded,Ohio ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,OK,R+19,0.69,-1.3640350877192984,-0.2728070175438597,"27% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Oklahoma ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,PA,D+1,0.49,-2.2027184670407944,-0.12237324816893302,"12% Excluded, Against Dems",2.2 Dem Districts Lost,Dems Excluded,Pennsylvania,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,SC,R+8,0.58,-1.5213855130516138,-0.21734078757880199,"22% Excluded, Against Dems",1.52 Dem Districts Lost,Dems Excluded,South Carolina ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,SD,R+10,0.6,-0.3535087719298245,-0.3535087719298245,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,South Dakota ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Single District
2012,TN,R+12,0.62,-1.3096403066817723,-0.14551558963130806,"15% Excluded, Against Dems",1.31 Dem Districts Lost,Dems Excluded,Tennessee ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,TX,R+10,0.6,-2.5357859166274395,-0.07043849768409555,"7% Excluded, Against Dems",2.54 Dem Districts Lost,Dems Excluded,Texas ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,UT,R+22,0.72,-1.0270175438596492,-0.2567543859649123,"26% Excluded, Against Dems",1.03 Dem Districts Lost,Dems Excluded,Utah ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,VA,R+0,0.5,-1.0848927559748385,-0.09862661417953077,"10% Excluded, Against Dems",1.08 Dem Districts Lost,Dems Excluded,Virginia ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,WV,R+13,0.63,-0.9705263157894736,-0.3235087719298246,"32% Excluded, Against Dems",0.97 Dem Districts Lost,Dems Excluded,West Virginia ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,WI,D+2,0.48,-0.0453112230680266,-0.005663902883503325,"1% Excluded, Against Dems",0.05 Dem Districts Lost,Dems Excluded,Wisconsin ,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Multi District
2012,WY,R+22,0.72,-0.28,-0.28,"28% Excluded, Against Dems",0.28 Dem Districts Lost,Dems Excluded,Wyoming,113,113th Congress (2012),2012 Election and Redistricting,-34.76154532269699,-6.447590247916081,Single District
2014,AL,R+14,0.64,-1.338484475928419,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,AK,R+12,0.62,-0.3335087719298245,-0.3335087719298245,"33% Excluded, Against Dems",0.33 Dem Districts Lost,Dems Excluded,Alaska,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Single District
2014,AZ,R+7,0.57,-0.7619334675302456,-0.08465927417002729,"8% Excluded, Against Dems",0.76 Dem Districts Lost,Dems Excluded,Arizona,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,AR,R+14,0.64,-1.2540350877192978,-0.3135087719298245,"31% Excluded, Against Dems",1.25 Dem Districts Lost,Dems Excluded,Arkansas,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,FL,R+2,0.52,-2.0813655544078937,-0.07708761312621829,"8% Excluded, Against Dems",2.08 Dem Districts Lost,Dems Excluded,Florida,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,GA,R+6,0.56,-1.8415549391179828,-0.13153963850842734,"13% Excluded, Against Dems",1.84 Dem Districts Lost,Dems Excluded,Georgia,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,ID,R+18,0.68,-0.547017543859649,-0.2735087719298245,"27% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Idaho,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,IN,R+5,0.55,-1.589343673190558,-0.17659374146561754,"18% Excluded, Against Dems",1.59 Dem Districts Lost,Dems Excluded,Indiana,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,KS,R+12,0.62,-1.2364098090530191,-0.30910245226325483,"31% Excluded, Against Dems",1.24 Dem Districts Lost,Dems Excluded,Kansas,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,KY,R+13,0.63,-1.221535087719298,-0.20358918128654965,"20% Excluded, Against Dems",1.22 Dem Districts Lost,Dems Excluded,Kentucky,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,LA,R+12,0.62,-1.144975703998595,-0.19082928399976584,"19% Excluded, Against Dems",1.14 Dem Districts Lost,Dems Excluded,Louisiana,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,MI,D+4,0.46,-0.3628904073798003,-0.025920743384271448,"3% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,Michigan,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,MN,D+2,0.48,-0.20229659786310614,-0.025287074732888267,"3% Excluded, Against Dems",0.2 Dem Districts Lost,Dems Excluded,Minnesota,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,MS,R+9,0.59,-0.5514669320687706,-0.13786673301719266,"14% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Mississippi,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,MO,R+5,0.55,-1.3255020197880674,-0.16568775247350842,"17% Excluded, Against Dems",1.33 Dem Districts Lost,Dems Excluded,Missouri,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,MT,R+7,0.57,-0.2393922651933702,-0.2393922651933702,"24% Excluded, Against Dems",0.24 Dem Districts Lost,Dems Excluded,Montana,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,NE,R+12,0.62,-0.882499597617898,-0.2941665325392993,"28% Excluded, Against Dems",0.88 Dem Districts Lost,Dems Excluded,Nebraska ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,NC,R+3,0.53,-2.6539864957164863,-0.20415280736280664,"20% Excluded, Against Dems",2.65 Dem Districts Lost,Dems Excluded,North Carolina ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,ND,R+10,0.6,-0.3535087719298245,-0.3535087719298245,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,North Dakota ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Single District
2014,OH,R+1,0.51,-2.1450162189421618,-0.13406351368388514,"13% Excluded, Against Dems",2.15 Dem Districts Lost,Dems Excluded,Ohio ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,OK,R+19,0.69,-1.3640350877192984,-0.2728070175438597,"27% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Oklahoma ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,PA,D+1,0.49,-2.2027184670407944,-0.12237324816893302,"12% Excluded, Against Dems",2.2 Dem Districts Lost,Dems Excluded,Pennsylvania,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,SC,R+8,0.58,-1.5213855130516138,-0.21734078757880199,"22% Excluded, Against Dems",1.52 Dem Districts Lost,Dems Excluded,South Carolina ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,SD,R+10,0.6,-0.3535087719298245,-0.3535087719298245,"35% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,South Dakota ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Single District
2014,TN,R+12,0.62,-1.3096403066817723,-0.14551558963130806,"15% Excluded, Against Dems",1.31 Dem Districts Lost,Dems Excluded,Tennessee ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,TX,R+10,0.6,-2.5357859166274395,-0.07043849768409555,"7% Excluded, Against Dems",2.54 Dem Districts Lost,Dems Excluded,Texas ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,UT,R+22,0.72,-1.0270175438596492,-0.2567543859649123,"26% Excluded, Against Dems",1.03 Dem Districts Lost,Dems Excluded,Utah ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,VA,R+0,0.5,-1.0848927559748385,-0.09862661417953077,"10% Excluded, Against Dems",1.08 Dem Districts Lost,Dems Excluded,Virginia ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,WV,R+13,0.63,-0.9705263157894736,-0.3235087719298246,"32% Excluded, Against Dems",0.97 Dem Districts Lost,Dems Excluded,West Virginia ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,WI,D+2,0.48,-0.0453112230680266,-0.005663902883503325,"1% Excluded, Against Dems",0.05 Dem Districts Lost,Dems Excluded,Wisconsin ,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Multi District
2014,WY,R+22,0.72,-0.28,-0.28,"28% Excluded, Against Dems",0.28 Dem Districts Lost,Dems Excluded,Wyoming,114,114th Congress (2014),No Change Since Last Election,-34.76154532269699,-6.447590247916081,Single District
2016,AL,R+14,0.64,-1.338484475928419,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,AK,R+9,0.59,-0.36350877192982456,-0.36350877192982456,"36% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,Alaska,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Single District
2016,AZ,R+5,0.55,-0.3526079807477478,-0.03917866452752753,"4% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,Arizona,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,AR,R+15,0.65,-1.069918580982844,-0.267479645245711,"27% Excluded, Against Dems",1.07 Dem Districts Lost,Dems Excluded,Arkansas,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,GA,R+5,0.55,-1.9815549391179823,-0.14153963850842732,"14% Excluded, Against Dems",1.98 Dem Districts Lost,Dems Excluded,Georgia,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,ID,R+19,0.69,-0.5735087719298246,-0.2867543859649123,"28% Excluded, Against Dems",0.57 Dem Districts Lost,Dems Excluded,Idaho,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,IN,R+9,0.59,-1.3734601799270134,-0.15260668665855706,"15% Excluded, Against Dems",1.37 Dem Districts Lost,Dems Excluded,Indiana,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,IA,R+3,0.53,-0.1672809904946697,-0.04182024762366743,"4% Excluded, Against Dems",0.17 Dem Districts Lost,Dems Excluded,Iowa,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,KS,R+13,0.63,-1.1760083695477226,-0.29400209238693065,"28% Excluded, Against Dems",1.18 Dem Districts Lost,Dems Excluded,Kansas,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,KY,R+15,0.65,-1.0051123030506195,-0.16751871717510328,"17% Excluded, Against Dems",1.01 Dem Districts Lost,Dems Excluded,Kentucky,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,LA,R+11,0.61,-1.158484475928419,-0.19308074598806985,"19% Excluded, Against Dems",1.16 Dem Districts Lost,Dems Excluded,Louisiana,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,MI,D+1,0.49,-1.2493885422029098,-0.08924203872877927,"9% Excluded, Against Dems",1.25 Dem Districts Lost,Dems Excluded,Michigan,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,MN,D+1,0.49,-0.6146639187318526,-0.07683298984148157,"8% Excluded, Against Dems",0.61 Dem Districts Lost,Dems Excluded,Minnesota,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,MS,R+9,0.59,-0.5514669320687706,-0.13786673301719266,"14% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Mississippi,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,MO,R+9,0.59,-1.1386210749804446,-0.14232763437255558,"14% Excluded, Against Dems",1.14 Dem Districts Lost,Dems Excluded,Missouri,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,MT,R+11,0.61,-0.3435087719298245,-0.3435087719298245,"34% Excluded, Against Dems",0.34 Dem Districts Lost,Dems Excluded,Montana,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,NE,R+14,0.64,-0.8224995976178979,-0.2741665325392993,"27% Excluded, Against Dems",0.82 Dem Districts Lost,Dems Excluded,Nebraska ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,NC,R+3,0.53,-2.3702028704526974,-0.18232329772713055,"18% Excluded, Against Dems",2.37 Dem Districts Lost,Dems Excluded,North Carolina ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,ND,R+17,0.67,-0.2835087719298245,-0.2835087719298245,"28% Excluded, Against Dems",0.28 Dem Districts Lost,Dems Excluded,North Dakota ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Single District
2016,OH,R+3,0.53,-2.2746060536497144,-0.14216287835310715,"14% Excluded, Against Dems",2.27 Dem Districts Lost,Dems Excluded,Ohio ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,OK,R+20,0.7,-1.3605263157894738,-0.27210526315789474,"27% Excluded, Against Dems",1.36 Dem Districts Lost,Dems Excluded,Oklahoma ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,PA,R+0,0.5,-2.726717819818344,-0.15148432332324133,"15% Excluded, Against Dems",2.73 Dem Districts Lost,Dems Excluded,Pennsylvania,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,SC,R+8,0.58,-1.6655020197880683,-0.237928859969724,"24% Excluded, Against Dems",1.67 Dem Districts Lost,Dems Excluded,South Carolina ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,SD,R+14,0.64,-0.3135087719298245,-0.3135087719298245,"31% Excluded, Against Dems",0.31 Dem Districts Lost,Dems Excluded,South Dakota ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Single District
2016,TN,R+14,0.64,-1.0521298469102691,-0.1169033163233632,"12% Excluded, Against Dems",1.05 Dem Districts Lost,Dems Excluded,Tennessee ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,TX,R+8,0.58,-2.7089845487529804,-0.07524957079869389,"8% Excluded, Against Dems",2.71 Dem Districts Lost,Dems Excluded,Texas ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,UT,R+20,0.7,-1.1070175438596492,-0.2767543859649123,"28% Excluded, Against Dems",1.11 Dem Districts Lost,Dems Excluded,Utah ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,VA,D+1,0.49,-0.1662481839589356,-0.015113471268994145,"2% Excluded, Against Dems",0.17 Dem Districts Lost,Dems Excluded,Virginia ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,WV,R+19,0.69,-0.8370175438596492,-0.2790058479532164,"28% Excluded, Against Dems",0.84 Dem Districts Lost,Dems Excluded,West Virginia ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,WI,R+0,0.5,-0.8906486469847001,-0.11133108087308753,"11% Excluded, Against Dems",0.89 Dem Districts Lost,Dems Excluded,Wisconsin ,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Multi District
2016,WY,R+25,0.75,-0.25,-0.25,"25% Excluded, Against Dems",0.25 Dem Districts Lost,Dems Excluded,Wyoming,115,115th Congress (2016),2016 Election and FL/NC/VA redraw,-33.286697614800914,-7.197516446540148,Single District
2018,AL,R+14,0.64,-1.338484475928419,-0.1912120679897741,"19% Excluded, Against Dems",1.34 Dem Districts Lost,Dems Excluded,Alabama,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,AK,R+9,0.59,-0.36350877192982456,-0.36350877192982456,"36% Excluded, Against Dems",0.36 Dem Districts Lost,Dems Excluded,Alaska,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Single District
2018,AZ,R+5,0.55,-0.3526079807477478,-0.03917866452752753,"4% Excluded, Against Dems",0.35 Dem Districts Lost,Dems Excluded,Arizona,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,AR,R+15,0.65,-1.069918580982844,-0.267479645245711,"27% Excluded, Against Dems",1.07 Dem Districts Lost,Dems Excluded,Arkansas,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,GA,R+5,0.55,-1.9815549391179823,-0.14153963850842732,"14% Excluded, Against Dems",1.98 Dem Districts Lost,Dems Excluded,Georgia,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,ID,R+19,0.69,-0.5735087719298246,-0.2867543859649123,"28% Excluded, Against Dems",0.57 Dem Districts Lost,Dems Excluded,Idaho,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,IN,R+9,0.59,-1.3734601799270134,-0.15260668665855706,"15% Excluded, Against Dems",1.37 Dem Districts Lost,Dems Excluded,Indiana,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,IA,R+3,0.53,-0.1672809904946697,-0.04182024762366743,"4% Excluded, Against Dems",0.17 Dem Districts Lost,Dems Excluded,Iowa,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,KS,R+13,0.63,-1.1760083695477226,-0.29400209238693065,"28% Excluded, Against Dems",1.18 Dem Districts Lost,Dems Excluded,Kansas,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,KY,R+15,0.65,-1.0051123030506195,-0.16751871717510328,"17% Excluded, Against Dems",1.01 Dem Districts Lost,Dems Excluded,Kentucky,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,LA,R+11,0.61,-1.158484475928419,-0.19308074598806985,"19% Excluded, Against Dems",1.16 Dem Districts Lost,Dems Excluded,Louisiana,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,MI,D+1,0.49,-1.2493885422029098,-0.08924203872877927,"9% Excluded, Against Dems",1.25 Dem Districts Lost,Dems Excluded,Michigan,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,MN,D+1,0.49,-0.6146639187318526,-0.07683298984148157,"8% Excluded, Against Dems",0.61 Dem Districts Lost,Dems Excluded,Minnesota,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,MS,R+9,0.59,-0.5514669320687706,-0.13786673301719266,"14% Excluded, Against Dems",0.55 Dem Districts Lost,Dems Excluded,Mississippi,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,MO,R+9,0.59,-1.1386210749804446,-0.14232763437255558,"14% Excluded, Against Dems",1.14 Dem Districts Lost,Dems Excluded,Missouri,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,MT,R+11,0.61,-0.3435087719298245,-0.3435087719298245,"34% Excluded, Against Dems",0.34 Dem Districts Lost,Dems Excluded,Montana,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,NE,R+14,0.64,-0.8224995976178979,-0.2741665325392993,"27% Excluded, Against Dems",0.82 Dem Districts Lost,Dems Excluded,Nebraska ,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,NH,D+1,0.49,-0.012555831265508743,-0.006277915632754372,"1% Excluded, Against Dems",0.01 Dem Districts Lost,Dems Excluded,New Hampshire ,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
2018,NC,R+3,0.53,-2.3702028704526974,-0.18232329772713055,"18% Excluded, Against Dems",2.37 Dem Districts Lost,Dems Excluded,North Carolina ,116,116th Congress (2018),PA Redraw,-31.74243760666225,-5.660700607135977,Multi District
